RUTA_RELATIVA,TIPO,TAMAÑO_BYTES,FECHA_MOD,CARPETA_CATEGORIA,CATEGORÍA,PRIORIDAD,ESTADO_ESTIMADO
"Knowledge/Books/PFDS/Color Works Best Practices for Graphic Designers An Essential Guide to Understanding and Applying Color Design Principles (Eddie Opara, John Cantwell).pdf",pdf,9694908,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/colors/Color Theory (Dan Scott).pdf",pdf,2293040,2025-11-05,Knowledge/Books/PFDS/colors,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/colors/Color Vision and Colorimetry Theory and Applications (Daniel Malacara).pdf",pdf,14246297,2025-11-05,Knowledge/Books/PFDS/colors,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/colors/Color Works Best Practices for Graphic Designers An Essential Guide to Understanding and Applying Color Design Principles (Eddie Opara, John Cantwell).pdf",pdf,9694908,2025-11-05,Knowledge/Books/PFDS/colors,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/colors/Colour Perception Mind and the Physical World (Rainer Mausfeld, Dieter Heyer).pdf",pdf,5614023,2025-11-05,Knowledge/Books/PFDS/colors,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/colors/Contemporary Color Theory and Use (Steven Bleicher).pdf",pdf,13969690,2025-11-05,Knowledge/Books/PFDS/colors,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/colors/How to Learn Digital Painting Learn Color Theory Painting Characteres, Prop, Effects, and Backgrounds (Mitch Leeuwe).pdf",pdf,15370383,2025-11-05,Knowledge/Books/PFDS/colors,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/colors/Principio de diseño de combinacion de colores (Chino).pdf",pdf,51063075,2025-11-05,Knowledge/Books/PFDS/colors,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/colors/The Complete Guide for Choosing Colors (Ran Segall, Flux Academy).pdf",pdf,3214886,2025-11-05,Knowledge/Books/PFDS/colors,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/colors/The Designers Dictionary of Color (Sean Adams).pdf",pdf,86514693,2025-11-05,Knowledge/Books/PFDS/colors,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Colour Perception Mind and the Physical World (Rainer Mausfeld, Dieter Heyer).pdf",pdf,5614023,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Contemporary Color Theory and Use (Steven Bleicher).pdf",pdf,13969690,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Design by Nature Using Universal Forms and Principles in Design (Maggie Macnab).pdf",pdf,22453485,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Design Elements A Graphic Style Manual Understanding the Rules and Knowing When to Break Them, 2nd Edition (Timothy Samara).pdf",pdf,102399610,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Design Evolution. Handbook of Basic Design Principles Applied in Contemporary Design (Timothy Samara).pdf",pdf,77485882,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Design for Developers (Adrian Twarog, George Moller).pdf",pdf,9569925,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Design for how People Think (John Whalen).pdf",pdf,17387337,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Design of Future Things, The Norman, Donald (Norman, Donald A).pdf",pdf,1582584,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Design Systems Handbook (Marco Suarez, Jina Anne, Katie Sylor-Miller etc.).pdf",pdf,3518953,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/design-principles/Design by Nature Using Universal Forms and Principles in Design (Maggie Macnab).pdf",pdf,22453485,2025-11-05,Knowledge/Books/PFDS/design-principles,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/design-principles/dokumen.pub_universal-principles-of-ux-100-timeless-strategies-to-create-positive-interactions-between-people-and-technology-volume-4.pdf",pdf,30106411,2025-11-05,Knowledge/Books/PFDS/design-principles,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/design-principles/ebin.pub_tragic-design-the-true-impact-of-bad-design-and-how-to-fix-it.pdf",pdf,13317243,2025-11-05,Knowledge/Books/PFDS/design-principles,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/design-principles/Universal Principles of Design, Revised and Updated 125 Ways to Enhance Usability, Influence Perception, Increase Appeal, Make… (William Lidwell, Kritina Holden, Jill Butler).pdf",pdf,11941894,2025-11-05,Knowledge/Books/PFDS/design-principles,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/design-tools/Figma/Designing and Prototyping Interfaces with Figma Learn essential UXUI design principles by creating interactive prototypes for… (Fabio Staiano).pdf",pdf,8753088,2025-11-05,Knowledge/Books/PFDS/design-tools/Figma,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/design-tools/Figma/Designing in Figma (Eugene Fedorenko).pdf",pdf,16088509,2025-11-05,Knowledge/Books/PFDS/design-tools/Figma,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/design-tools/Figma/Designing User Interfaces Exploring User Interfaces, UI Elements, Design Prototypes and the Figma UI Design Tool (English... (Dario Calonaci).pdf",pdf,5195303,2025-11-05,Knowledge/Books/PFDS/design-tools/Figma,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/design-tools/Figma/UX Design with Figma User-Centered Interface Design and Prototyping with Figma (Design Thinking) (Tom Green, Kevin Brandon).pdf",pdf,22930020,2025-11-05,Knowledge/Books/PFDS/design-tools/Figma,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Designing and Prototyping Interfaces with Figma Learn essential UXUI design principles by creating interactive prototypes for… (Fabio Staiano).pdf",pdf,8753088,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Designing in Figma (Eugene Fedorenko).pdf",pdf,16088509,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Designing Interfaces Patterns for Effective Interaction Design (Tidwell, Jenifer, Brewer, Charles, Valencia etc.).pdf",pdf,30933946,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Designing User Interfaces (Michał Malewicz, Diana Malewicz).pdf",pdf,84975881,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Designing User Interfaces Exploring User Interfaces, UI Elements, Design Prototypes and the Figma UI Design Tool (English... (Dario Calonaci).pdf",pdf,5195303,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Designing UX Forms Create Forms That Don’t Drive Your Users Crazy (Jessica Enders).pdf",pdf,11681495,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Designing UX Prototyping (Ben Coleman, Dan Goodwin).pdf",pdf,14851024,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Designing_with_the_Mind_in_Mind_Simple_G.pdf",pdf,6513986,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/DesignOps Handbook (Kate Battles, Meredith Black, Dave Malouf etc.).pdf",pdf,1367160,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/dokumen.pub_universal-principles-of-ux-100-timeless-strategies-to-create-positive-interactions-between-people-and-technology-volume-4-rockport-universal.pdf",pdf,30106411,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Dont Make Me Think, Revisited A Common Sense Approach to Web Usability 3rd Edition (Steve Krug).pdf",pdf,8908982,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/ebin.pub_tragic-design-the-true-impact-of-bad-design-and-how-to-fix-it.pdf",pdf,13317243,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Effective UI The Art of Building Great User Experience in Software (Jonathan Anderson, John McRee, Robb Wilson).pdf",pdf,6392529,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Emotional Design Why We Love (Or Hate) Everyday Things (Donald A. Norman).pdf",pdf,14455952,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Fixing Bad UX Designs (Lisandra Maioli).pdf",pdf,49240157,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Graphic Design Rules (Stefan G. Bucher).pdf",pdf,33619687,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/graphic-design/780262773-Design-Elements-Third-Edition-by-Timothy-Samara.pdf",pdf,69844871,2025-11-05,Knowledge/Books/PFDS/graphic-design,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/graphic-design/Design Elements A Graphic Style Manual Understanding the Rules and Knowing When to Break Them, 2nd Edition (Timothy Samara).pdf",pdf,102399610,2025-11-05,Knowledge/Books/PFDS/graphic-design,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/graphic-design/Design Evolution. Handbook of Basic Design Principles Applied in Contemporary Design (Timothy Samara).pdf",pdf,77485882,2025-11-05,Knowledge/Books/PFDS/graphic-design,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/graphic-design/Graphic Design Rules (Stefan G. Bucher).pdf",pdf,33619687,2025-11-05,Knowledge/Books/PFDS/graphic-design,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/graphic-design/Mueller-Brockmann_Josef_Grid_Systems_in_Graphic_Design_Raster_Systeme_fuer_die_Visuele_Gestaltung_English_German_no_OCR.pdf",pdf,19175256,2025-11-05,Knowledge/Books/PFDS/graphic-design,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/How to Learn Digital Painting Learn Color Theory Painting Characteres, Prop, Effects, and Backgrounds (Mitch Leeuwe).pdf",pdf,15370383,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Laws of UX - Using Psychology to Design Better Products  Services (Jon Yablonski).pdf",pdf,21667652,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Laws of UX Using Psychology to Design Better Products  Services (Jon Yablonski).pdf",pdf,2217719,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Living with Complexity.pdf",pdf,6325990,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Mueller-Brockmann_Josef_Grid_Systems_in_Graphic_Design_Raster_Systeme_fuer_die_Visuele_Gestaltung_English_German_no_OCR.pdf",pdf,19175256,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Neuro Web Design What Makes Them Click (Susan M. Weinschenk).pdf",pdf,12029559,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Practical UI Patterns for Design Systems. Fast-Track Interaction Design for a Seamless User Experience (Diana MacDonald).pdf",pdf,12541450,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Principio de diseño de combinacion de colores (Chino).pdf",pdf,51063075,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Principles of Product Design (Aarron Walter).pdf",pdf,2781691,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/psychology/100 Things Every Designer Needs to Know about People What Makes Them Tick (Susan Weinschenk).pdf",pdf,8554829,2025-11-05,Knowledge/Books/PFDS/psychology,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/psychology/Donald A. Norman/English/Design of Future Things, The Norman, Donald (Norman, Donald A).pdf",pdf,1582584,2025-11-05,Knowledge/Books/PFDS/psychology/Donald A. Norman/English,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/psychology/Donald A. Norman/English/Emotional Design Why We Love (Or Hate) Everyday Things (Donald A. Norman).pdf",pdf,14455952,2025-11-05,Knowledge/Books/PFDS/psychology/Donald A. Norman/English,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/psychology/Donald A. Norman/English/Living with Complexity.pdf",pdf,6325990,2025-11-05,Knowledge/Books/PFDS/psychology/Donald A. Norman/English,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/psychology/Donald A. Norman/English/The Design of Everyday Things by Don Norman.pdf",pdf,3100112,2025-11-05,Knowledge/Books/PFDS/psychology/Donald A. Norman/English,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/psychology/Laws of UX - Using Psychology to Design Better Products  Services (Jon Yablonski).pdf",pdf,21667652,2025-11-05,Knowledge/Books/PFDS/psychology,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/psychology/Laws of UX Using Psychology to Design Better Products  Services (Jon Yablonski).pdf",pdf,2217719,2025-11-05,Knowledge/Books/PFDS/psychology,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/psychology/Neuro Web Design What Makes Them Click (Susan M. Weinschenk).pdf",pdf,12029559,2025-11-05,Knowledge/Books/PFDS/psychology,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Refactoring UI (Adam Wathan, Steve Schoger).pdf",pdf,11401803,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Signage and Wayfinding Design A Complete Guide to Creating Environmental Graphic Design Systems (Chris Calori, David Vanden-Eynden).pdf",pdf,29726738,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Simple and Usable (Giles Colborne).pdf",pdf,11751361,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Strategic Writing for UX Drive Engagement, Conversion, and Retention with Every Word - 2nd Edition (Torrey Podmajersky).pdf",pdf,4400292,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/The Complete Guide for Choosing Colors (Ran Segall, Flux Academy).pdf",pdf,3214886,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/The Design of Everyday Things by Don Norman.pdf",pdf,3100112,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/The Designers Dictionary of Color (Sean Adams).pdf",pdf,86514693,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/The Ultimate UI Design Roadmap (Michael Filipiuk).pdf",pdf,14304067,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/the-basics-of-ux-design.pdf",pdf,10371358,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/The_Elements_of_User_Experience_Jesse_Ja.pdf",pdf,1593699,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/This Is UX (Chino).pdf",pdf,10951962,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UI/Designing Interfaces/Designing Interfaces Patterns for Effective Interaction Design (Tidwell, Jenifer, Brewer, Charles, Valencia etc.).pdf",pdf,30933946,2025-11-05,Knowledge/Books/PFDS/UI/Designing Interfaces,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UI/Designing Interfaces/vdoc.pub_designing-interfaces.pdf",pdf,61662222,2025-11-05,Knowledge/Books/PFDS/UI/Designing Interfaces,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UI/Designing User Interfaces (Michał Malewicz, Diana Malewicz).pdf",pdf,84975881,2025-11-05,Knowledge/Books/PFDS/UI,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UI/Effective UI The Art of Building Great User Experience in Software (Jonathan Anderson, John McRee, Robb Wilson).pdf",pdf,6392529,2025-11-05,Knowledge/Books/PFDS/UI,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UI/Practical UI Patterns for Design Systems. Fast-Track Interaction Design for a Seamless User Experience (Diana MacDonald).pdf",pdf,12541450,2025-11-05,Knowledge/Books/PFDS/UI,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UI/Refactoring UI (Adam Wathan, Steve Schoger).pdf",pdf,11401803,2025-11-05,Knowledge/Books/PFDS/UI,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UI/The Ultimate UI Design Roadmap (Michael Filipiuk).pdf",pdf,14304067,2025-11-05,Knowledge/Books/PFDS/UI,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UI/UI Design Principles Learn to create beautiful and usable interfaces from scratch (Michael Filipiuk, (ed.)).pdf",pdf,32587637,2025-11-05,Knowledge/Books/PFDS/UI,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UI/Web UI Design for the Human Eye Principles of Visual Consistency (UX Pin).pdf",pdf,2924130,2025-11-05,Knowledge/Books/PFDS/UI,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UI Design Principles Learn to create beautiful and usable interfaces from scratch (Michael Filipiuk, (ed.)).pdf",pdf,32587637,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Universal Principles of Design, Revised and Updated 125 Ways to Enhance Usability, Influence Perception, Increase Appeal, Make… (William Lidwell, Kritina Holden, Jill Butler).pdf",pdf,11941894,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UX/Design for Developers (Adrian Twarog, George Moller).pdf",pdf,9569925,2025-11-05,Knowledge/Books/PFDS/UX,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UX/Design for how People Think (John Whalen).pdf",pdf,17387337,2025-11-05,Knowledge/Books/PFDS/UX,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UX/Design Systems Handbook (Marco Suarez, Jina Anne, Katie Sylor-Miller etc.).pdf",pdf,3518953,2025-11-05,Knowledge/Books/PFDS/UX,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UX/Designing UX Forms Create Forms That Don’t Drive Your Users Crazy (Jessica Enders).pdf",pdf,11681495,2025-11-05,Knowledge/Books/PFDS/UX,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UX/Designing UX Prototyping (Ben Coleman, Dan Goodwin).pdf",pdf,14851024,2025-11-05,Knowledge/Books/PFDS/UX,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UX/Designing_with_the_Mind_in_Mind_Simple_G.pdf",pdf,6513986,2025-11-05,Knowledge/Books/PFDS/UX,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UX/DesignOps Handbook (Kate Battles, Meredith Black, Dave Malouf etc.).pdf",pdf,1367160,2025-11-05,Knowledge/Books/PFDS/UX,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UX/Dont Make Me Think, Revisited A Common Sense Approach to Web Usability 3rd Edition (Steve Krug).pdf",pdf,8908982,2025-11-05,Knowledge/Books/PFDS/UX,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UX/Fixing Bad UX Designs (Lisandra Maioli).pdf",pdf,49240157,2025-11-05,Knowledge/Books/PFDS/UX,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UX/Libro Languaje Chino.pdf",pdf,10951962,2025-11-05,Knowledge/Books/PFDS/UX,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UX/Principles of Product Design (Aarron Walter).pdf",pdf,2781691,2025-11-05,Knowledge/Books/PFDS/UX,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UX/Simple and Usable (Giles Colborne).pdf",pdf,11751361,2025-11-05,Knowledge/Books/PFDS/UX,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UX/Strategic Writing for UX Drive Engagement, Conversion, and Retention with Every Word - 2nd Edition (Torrey Podmajersky).pdf",pdf,4400292,2025-11-05,Knowledge/Books/PFDS/UX,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UX/the-basics-of-ux-design.pdf",pdf,10371358,2025-11-05,Knowledge/Books/PFDS/UX,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UX/The_Elements_of_User_Experience_Jesse_Ja.pdf",pdf,1593699,2025-11-05,Knowledge/Books/PFDS/UX,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UX/UX Fundamentals for Non-UX Professionals User Experience Principles for Managers, Writers, Designers, and Developers (Edward Stull).pdf",pdf,9990787,2025-11-05,Knowledge/Books/PFDS/UX,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UX/UX Writing Designing User-Centered Content [Team-IRA] (Jason C. K. Tham, Tharon Howard etc.).pdf",pdf,23915247,2025-11-05,Knowledge/Books/PFDS/UX,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UX Design with Figma User-Centered Interface Design and Prototyping with Figma (Design Thinking) (Tom Green, Kevin Brandon).pdf",pdf,22930020,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UX Fundamentals for Non-UX Professionals User Experience Principles for Managers, Writers, Designers, and Developers (Edward Stull).pdf",pdf,9990787,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/UX Writing Designing User-Centered Content [Team-IRA] (Jason C. K. Tham, Tharon Howard etc.).pdf",pdf,23915247,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/vdoc.pub_designing-interfaces.pdf",pdf,61662222,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Wayfinding Designs Worldwide (Liaoning Shenyang etc.).pdf",pdf,47035219,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/wayfinding-design/Signage and Wayfinding Design A Complete Guide to Creating Environmental Graphic Design Systems (Chris Calori, David Vanden-Eynden).pdf",pdf,29726738,2025-11-05,Knowledge/Books/PFDS/wayfinding-design,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/wayfinding-design/Wayfinding Designs Worldwide (Liaoning Shenyang etc.).pdf",pdf,47035219,2025-11-05,Knowledge/Books/PFDS/wayfinding-design,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Web UI Design for the Human Eye Principles of Visual Consistency (UX Pin).pdf",pdf,2924130,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/Software_Development/Algorithms/Introduction to Algorithms (conocido como CLRS) de Thomas H. Cormen, Charles E. Leiserson, Ronald L. Rivest y Clifford.pdf",pdf,5726585,2026-07-26,Knowledge/Books/Software_Development/Algorithms,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/Software_Development/Clean_Code/Codigo limpio - Robert Cecil Martin.pdf",pdf,4522452,2026-07-26,Knowledge/Books/Software_Development/Clean_Code,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/Software_Ingeniering/Software_Ingeniering.pdf",pdf,3384217,2026-07-26,Knowledge/Books/Software_Ingeniering,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/UI_UX_Design/Design Patterns Elements of Reusable Object-Oriented Software.pdf",pdf,19196026,2026-07-26,Knowledge/Books/UI_UX_Design,"Documentación Raíz",ALTA,vigente
"Knowledge/Corpus/Checkpoints/GYPPORT-KB-CORPUS-CP-0001/GYPPORT_KNOWLEDGE_CORPUS_CHECKPOINT_CP-0001.md",md,8132,2026-07-30,Knowledge/Corpus/Checkpoints/GYPPORT-KB-CORPUS-CP-0001,"Procesos y Arquitectura",CRÍTICA,vigente
"Knowledge/Corpus/manifests/CORPUS_MANIFEST_TEMPLATE.md",md,188,2026-07-30,Knowledge/Corpus/manifests,"Procesos y Arquitectura",CRÍTICA,vigente
"Knowledge/Corpus/README.md",md,287,2026-07-30,Knowledge/Corpus,"Procesos y Arquitectura",CRÍTICA,vigente
"Knowledge/Corpus/source-register/SOURCE_REGISTER_TEMPLATE.md",md,188,2026-07-30,Knowledge/Corpus/source-register,"Procesos y Arquitectura",CRÍTICA,vigente
"Knowledge/Derived/README.md",md,359,2026-07-30,Knowledge/Derived,"Documentación Raíz",ALTA,vigente
"Knowledge/Governance/Prompts/GYPPORT_LOCAL_KNOWLEDGE_CORPUS_EXECUTION_PROMPT_v1.0.md",md,17905,2026-07-30,Knowledge/Governance/Prompts,"Documentación Raíz",ALTA,vigente
"Knowledge/GYPPORT_KNOWLEDGE_BOOKS_PLACEMENT_CP-0002_2026-07-30.md",md,16994,2026-07-30,Knowledge,"Documentación Raíz",ALTA,vigente
"Knowledge/Processing/knowledge-units/KN_TEMPLATE.md",md,418,2026-07-30,Knowledge/Processing/knowledge-units,"Documentación Raíz",ALTA,vigente
"Knowledge/Processing/matrices/MATRIX_REGISTER.md",md,706,2026-07-30,Knowledge/Processing/matrices,"Documentación Raíz",ALTA,vigente
"Knowledge/Processing/README.md",md,325,2026-07-30,Knowledge/Processing,"Documentación Raíz",ALTA,vigente
"Knowledge/README.md",md,266,2026-07-30,Knowledge,"Documentación Raíz",ALTA,vigente
"Knowledge/Sources/README.md",md,379,2026-07-30,Knowledge/Sources,"Documentación Raíz",ALTA,vigente
"Organizacion Fabric.pdf",pdf,88723,2026-07-30,.,"Documentación Raíz",ALTA,vigente
"Private_State/README.md",md,372,2026-07-30,Private_State,"Documentación Raíz",ALTA,vigente
"README.md",md,1706,2026-07-30,.,"Documentación Raíz",ALTA,vigente
"STRUCTURE_MANIFEST.md",md,760,2026-07-30,.,"Documentación Raíz",ALTA,vigente
